firstname,lastname,gender,hobbies,street address,landmark,area,city,state,pincode,country
,,,,,,Bhalla,DODA,Jammu and Kashmir,182201,India
,,,,,,Bhalla,DODA,Jammu and Kashmir,182221,India
,,,,,,Bhalra,DODA,Jammu and Kashmir,182221,India
,,,,,,Bharakh,REASI,Jammu and Kashmir,185203,India
,,,,,,Bhartund,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Bhatiari,UDHAMPUR,Jammu and Kashmir,182126,India
,,,,,,Bhatni,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,BhudaraBhudan,REASI,Jammu and Kashmir,182313,India
,,,,,,Bimblya,REASI,Jammu and Kashmir,185203,India
,,,,,,Bland,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Chachwa,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Chak Rakhwalan,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Chakka,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Chambalwas,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Chanderkot,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Chanichinta,DODA,Jammu and Kashmir,182222,India
,,,,,,Chanunta,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Charat,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Chareel,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Charyari,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Chattarsori,DODA,Jammu and Kashmir,182221,India
,,,,,,Chenani,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Chhatroo,DODA,Jammu and Kashmir,182205,India
,,,,,,Chilli,DODA,Jammu and Kashmir,182203,India
,,,,,,Chingam,DODA,Jammu and Kashmir,182205,India
,,,,,,Chirala,DODA,Jammu and Kashmir,182201,India
,,,,,,Chowki Jandrorh,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Chunri,DODA,Jammu and Kashmir,182203,India
,,,,,,Dachhan,DODA,Jammu and Kashmir,182205,India
,,,,,,Dadoa,REASI,Jammu and Kashmir,185203,India
,,,,,,Dalsar,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Dalwah,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Damnote,REASI,Jammu and Kashmir,182125,India
,,,,,,Darmari,REASI,Jammu and Kashmir,182313,India
,,,,,,Dashnan,DODA,Jammu and Kashmir,182202,India
,,,,,,Deedah,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Dera Baba Banda,REASI,Jammu and Kashmir,182301,India
,,,,,,Dessa,DODA,Jammu and Kashmir,182202,India
,,,,,,Devak,REASI,Jammu and Kashmir,185203,India
,,,,,,Deval,REASI,Jammu and Kashmir,182315,India
,,,,,,Dhanas,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Dhandal,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Dhandal,DODA,Jammu and Kashmir,182147,India
,,,,,,Dhannore,REASI,Jammu and Kashmir,182313,India
,,,,,,Dhanwalt,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Dhanwan,REASI,Jammu and Kashmir,185203,India
,,,,,,Dhara,DODA,Jammu and Kashmir,182201,India
,,,,,,Dharamkund,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Dhiari,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Dhosa,DODA,Jammu and Kashmir,182203,India
,,,,,,District office Complex Reasi,REASI,Jammu and Kashmir,182311,India
,,,,,,Doda Doda,DODA,Jammu and Kashmir,182202,India
,,,,,,Dool,DODA,Jammu and Kashmir,182204,India
,,,,,,Dudoo,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Dul Hasti Project,DODA,Jammu and Kashmir,182206,India
,,,,,,Duligam,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,GAJOTH,DODA,Jammu and Kashmir,182221,India
,,,,,,Galhar,DODA,Jammu and Kashmir,182204,India
,,,,,,Galiote,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Gandala,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Gandhari,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Ganika,DODA,Jammu and Kashmir,182147,India
,,,,,,Garhi Udhampur,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Garnai,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Gelhan,REASI,Jammu and Kashmir,185203,India
,,,,,,Ghat,DODA,Jammu and Kashmir,182202,India
,,,,,,Ghorari,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Goha,DODA,Jammu and Kashmir,182201,India
,,,,,,Gool,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Gulabgarh,REASI,Jammu and Kashmir,182315,India
,,,,,,Gulabgarh,DODA,Jammu and Kashmir,182204,India
,,,,,,Gundna,DODA,Jammu and Kashmir,182202,India
,,,,,,Halla,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Hartrian,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Hartriyan,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Hathal,REASI,Jammu and Kashmir,185203,India
,,,,,,Hoochak,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Humble,DODA,Jammu and Kashmir,182201,India
,,,,,,Ind,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Inderwal,DODA,Jammu and Kashmir,182205,India
,,,,,,Inharrah,DODA,Jammu and Kashmir,182203,India
,,,,,,Jaganoo,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Jakhani,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Jakhed,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Jakyas,DODA,Jammu and Kashmir,182203,India
,,,,,,Jandrari,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Jangalgali,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Jaura,DODA,Jammu and Kashmir,182203,India
,,,,,,Jib,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Jij,REASI,Jammu and Kashmir,182313,India
,,,,,,Jodhpur,DODA,Jammu and Kashmir,182202,India
,,,,,,Joffar,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Jogote,DODA,Jammu and Kashmir,182201,India
,,,,,,Johnu,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Juda,REASI,Jammu and Kashmir,182313,India
,,,,,,Jyotipuram,REASI,Jammu and Kashmir,182312,India
,,,,,,Kaghote,UDHAMPUR,Jammu and Kashmir,182126,India
,,,,,,Kainthgali,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Kainthi,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Kainthi,REASI,Jammu and Kashmir,182313,India
,,,,,,Kakriyal,REASI,Jammu and Kashmir,182320,India
,,,,,,Kaldi,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Kaljugasar,DODA,Jammu and Kashmir,182203,India
,,,,,,Kalsote,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Kandni,DODA,Jammu and Kashmir,182204,India
,,,,,,Kanga,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Karlah,UDHAMPUR,Jammu and Kashmir,182142,India
,,,,,,KASHIRAH,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Kaskoot,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Kastigarh,DODA,Jammu and Kashmir,182147,India
,,,,,,Katra Udhampur,REASI,Jammu and Kashmir,182301,India
,,,,,,Katyara,DODA,Jammu and Kashmir,182222,India
,,,,,,Kawa,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Keya,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Khairlair,REASI,Jammu and Kashmir,185203,India
,,,,,,Khaned,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Khari,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Khellani,DODA,Jammu and Kashmir,182201,India
,,,,,,Kheral,REASI,Jammu and Kashmir,182311,India
,,,,,,Khoon,UDHAMPUR,Jammu and Kashmir,182127,India
,,,,,,Khorial,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Kilhotran,DODA,Jammu and Kashmir,182203,India
,,,,,,Kishtwar,DODA,Jammu and Kashmir,182204,India
,,,,,,Kithar,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Kotwalt,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Krimchi,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Kud,UDHAMPUR,Jammu and Kashmir,182142,India
,,,,,,Kuddal,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Kuhritti,UDHAMPUR,Jammu and Kashmir,182126,India
,,,,,,Kukerwas,DODA,Jammu and Kashmir,182204,India
,,,,,,Kund Kanyari,REASI,Jammu and Kashmir,185203,India
,,,,,,Kundi Karol,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Kursari,DODA,Jammu and Kashmir,182221,India
,,,,,,Kuttal,DODA,Jammu and Kashmir,182204,India
,,,,,,Ladha,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Ladha,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Landhar,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Larh,REASI,Jammu and Kashmir,182315,India
,,,,,,Madha,UDHAMPUR,Jammu and Kashmir,182142,India
,,,,,,Mahore Udhampur,REASI,Jammu and Kashmir,182315,India
,,,,,,Mahu,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Maitra Bazar,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Majalta,UDHAMPUR,Jammu and Kashmir,182127,India
,,,,,,Majouri,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Malanoo,DODA,Jammu and Kashmir,182203,India
,,,,,,Malhar,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Malhori,DODA,Jammu and Kashmir,182201,India
,,,,,,Malhota,DODA,Jammu and Kashmir,182201,India
,,,,,,Malhoti,DODA,Jammu and Kashmir,182221,India
,,,,,,Maligam,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Mand,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Mandel,DODA,Jammu and Kashmir,182204,India
,,,,,,Mangal,REASI,Jammu and Kashmir,182301,India
,,,,,,Mangat,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Mangota,DODA,Jammu and Kashmir,182201,India
,,,,,,Manlnai,DODA,Jammu and Kashmir,182201,India
,,,,,,Mantalai,UDHAMPUR,Jammu and Kashmir,182161,India
,,,,,,Mari,REASI,Jammu and Kashmir,182311,India
,,,,,,Marta,JAMMU,Jammu and Kashmir,182122,India
,,,,,,MASSU,DODA,Jammu and Kashmir,182204,India
,,,,,,Matindal,DODA,Jammu and Kashmir,182201,India
,,,,,,Matlot,REASI,Jammu and Kashmir,182313,India
,,,,,,Mir,REASI,Jammu and Kashmir,182125,India
,,,,,,Mj Road Nd,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Mohalla,DODA,Jammu and Kashmir,182201,India
,,,,,,Mongri,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Mugal Maidan,DODA,Jammu and Kashmir,182205,India
,,,,,,Mundhar,DODA,Jammu and Kashmir,182147,India
,,,,,,Nagrota Panj Garain,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Nagulta,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Nai Bhalara,DODA,Jammu and Kashmir,182201,India
,,,,,,Nala Ghoria,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Neel,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Neera,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Nodinalla,DODA,Jammu and Kashmir,182203,India
,,,,,,Nomain,REASI,Jammu and Kashmir,182301,India
,,,,,,NOWGAM,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Nowpachi,DODA,Jammu and Kashmir,182205,India
,,,,,,Omara Morh,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Pachound,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Padar,DODA,Jammu and Kashmir,182204,India
,,,,,,Pakhlai,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Palmar,DODA,Jammu and Kashmir,182205,India
,,,,,,Panasa,REASI,Jammu and Kashmir,182313,India
,,,,,,Panjar,UDHAMPUR,Jammu and Kashmir,182125,India
,,,,,,Panthal,REASI,Jammu and Kashmir,182121,India
,,,,,,Parindhar,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Paristan,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Pattangarh,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Pattian,REASI,Jammu and Kashmir,182313,India
,,,,,,Peera,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Peoni,UDHAMPUR,Jammu and Kashmir,182127,India
,,,,,,Pochhal,DODA,Jammu and Kashmir,182204,India
,,,,,,Pogal,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Poni,REASI,Jammu and Kashmir,185203,India
,,,,,,Porakotla,REASI,Jammu and Kashmir,185203,India
,,,,,,Premnagar,DODA,Jammu and Kashmir,182201,India
,,,,,,PTC Udhampur,UDHAMPUR,Jammu and Kashmir,182104,India
,,,,,,PTS Udhampur,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Pul Kanthan,REASI,Jammu and Kashmir,182313,India
,,,,,,Ramban,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Ramnagar Udhampur,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Ramsu,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Rang,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Ranka,RAMBAN,Jammu and Kashmir,182143,India
,,,,,,Ransoo,REASI,Jammu and Kashmir,185203,India
,,,,,,Rathian,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Reasi,REASI,Jammu and Kashmir,182311,India
,,,,,,Roan,UDHAMPUR,Jammu and Kashmir,182126,India
,,,,,,Roat,DODA,Jammu and Kashmir,182201,India
,,,,,,Rukali,DODA,Jammu and Kashmir,182201,India
,,,,,,Salal,REASI,Jammu and Kashmir,182312,India
,,,,,,Salmehri,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Samroli,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Samthi,RAMBAN,Jammu and Kashmir,182143,India
,,,,,,Sanasar,RAMBAN,Jammu and Kashmir,182143,India
,,,,,,Sangaldhan,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Sangote,UDHAMPUR,Jammu and Kashmir,182142,India
,,,,,,Sarh,REASI,Jammu and Kashmir,182315,India
,,,,,,Sarhoti,REASI,Jammu and Kashmir,185203,India
,,,,,,Sarthal,DODA,Jammu and Kashmir,182204,India
,,,,,,Sarthalkot,REASI,Jammu and Kashmir,182313,India
,,,,,,Sattian,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Satuyalta,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Sawni,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Seen Bhramena,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Seen Thakrian,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Sermanjla,UDHAMPUR,Jammu and Kashmir,182124,India
,,,,,,Shajroo,REASI,Jammu and Kashmir,182313,India
,,,,,,Shaktinagar Udhampur,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Shiva,DODA,Jammu and Kashmir,182201,India
,,,,,,Siamehri,UDHAMPUR,Jammu and Kashmir,182128,India
,,,,,,Sigdi,DODA,Jammu and Kashmir,182205,India
,,,,,,Sila,REASI,Jammu and Kashmir,182311,India
,,,,,,Sindra,DODA,Jammu and Kashmir,182201,India
,,,,,,SMVDU,REASI,Jammu and Kashmir,182320,India
,,,,,,Sonetar,UDHAMPUR,Jammu and Kashmir,182122,India
,,,,,,Sudhmahadev,UDHAMPUR,Jammu and Kashmir,182141,India
,,,,,,Sukhalghati,REASI,Jammu and Kashmir,182311,India
,,,,,,Sungli Sartingal,DODA,Jammu and Kashmir,182222,India
,,,,,,Surjan Dhar,REASI,Jammu and Kashmir,182311,India
,,,,,,Tagood,DODA,Jammu and Kashmir,182205,India
,,,,,,TALWARA COLONY,REASI,Jammu and Kashmir,182311,India
,,,,,,Tarigam,RAMBAN,Jammu and Kashmir,182145,India
,,,,,,Taryath,REASI,Jammu and Kashmir,185203,India
,,,,,,Thakrai,DODA,Jammu and Kashmir,182205,India
,,,,,,Thalora,UDHAMPUR,Jammu and Kashmir,182127,India
,,,,,,Thanpal,REASI,Jammu and Kashmir,182313,India
,,,,,,Thathar,RAMBAN,Jammu and Kashmir,182146,India
,,,,,,Thatharka,RAMBAN,Jammu and Kashmir,182144,India
,,,,,,Thathri,DODA,Jammu and Kashmir,182203,India
,,,,,,Thiloo,REASI,Jammu and Kashmir,182313,India
,,,,,,Thopal,RAMBAN,Jammu and Kashmir,182143,India
,,,,,,Thub,REASI,Jammu and Kashmir,182313,India
,,,,,,Thuru,REASI,Jammu and Kashmir,182313,India
,,,,,,Tikri,UDHAMPUR,Jammu and Kashmir,182121,India
,,,,,,Topnel Chuchtar,RAMBAN,Jammu and Kashmir,182148,India
,,,,,,Tote,REASI,Jammu and Kashmir,182311,India
,,,,,,Tringla,RAMBAN,Jammu and Kashmir,182143,India
,,,,,,TrOwn,DODA,Jammu and Kashmir,182201,India
,,,,,,Trungal,RAMBAN,Jammu and Kashmir,182143,India
,,,,,,Udhampur District Court,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Udhampur,UDHAMPUR,Jammu and Kashmir,182101,India
,,,,,,Udrana,DODA,Jammu and Kashmir,182221,India
,,,,,,Udyanpur,DODA,Jammu and Kashmir,182202,India
,,,,,,Vaishno Devi,REASI,Jammu and Kashmir,182301,India
,,,,,,Vijaypur,REASI,Jammu and Kashmir,182311,India
,,,,,,Akchamal,Kargil,Jammu and Kashmir,194103,India
,,,,,,Alchi,Leh,Jammu and Kashmir,194107,India
,,,,,,Baroo,Kargil,Jammu and Kashmir,194105,India
,,,,,,Barsoo,Kargil,Jammu and Kashmir,194301,India
,,,,,,BASGO,Leh,Jammu and Kashmir,194107,India
,,,,,,Batalik,Kargil,Jammu and Kashmir,194103,India
,,,,,,Bazgo,Leh,Jammu and Kashmir,194105,India
,,,,,,Bhimbat,Kargil,Jammu and Kashmir,194102,India
,,,,,,Biama,Leh,Jammu and Kashmir,194106,India
,,,,,,Bodhkharboo,Kargil,Jammu and Kashmir,194109,India
,,,,,,BOGDANG,Leh,Jammu and Kashmir,194401,India
,,,,,,CHA LUNGNAK,Kargil,Jammu and Kashmir,194302,India
,,,,,,Chamray,Leh,Jammu and Kashmir,194201,India
,,,,,,Chanigund,Kargil,Jammu and Kashmir,194103,India
,,,,,,Chiktan,Kargil,Jammu and Kashmir,194109,India
,,,,,,Chokiyal,Kargil,Jammu and Kashmir,194102,India
,,,,,,CHOSKORE,Kargil,Jammu and Kashmir,194103,India
,,,,,,Chuchot Gongma,Leh,Jammu and Kashmir,194104,India
,,,,,,CHUCHOT SHAMMA,Leh,Jammu and Kashmir,194104,India
,,,,,,CHUCHOT YOKMA,Leh,Jammu and Kashmir,194104,India
,,,,,,Chuchul,Leh,Jammu and Kashmir,194101,India
,,,,,,Chuglamsar,Leh,Jammu and Kashmir,194104,India
,,,,,,Chumathang,Leh,Jammu and Kashmir,194202,India
,,,,,,Diskit,Leh,Jammu and Kashmir,194401,India
,,,,,,Drass,Kargil,Jammu and Kashmir,194102,India
,,,,,,Dumkhar,Leh,Jammu and Kashmir,194106,India
,,,,,,Durbuk,Leh,Jammu and Kashmir,194101,India
,,,,,,Faing,Leh,Jammu and Kashmir,194101,India
,,,,,,Garkon,Kargil,Jammu and Kashmir,194103,India
,,,,,,Gia Meru,Leh,Jammu and Kashmir,194201,India
,,,,,,Hanoo,Leh,Jammu and Kashmir,194106,India
,,,,,,Hardas,Kargil,Jammu and Kashmir,194103,India
,,,,,,Hemis Changa,Leh,Jammu and Kashmir,194201,India
,,,,,,Hemis Shukpacahan,Leh,Jammu and Kashmir,194106,India
,,,,,,Hemiya,Leh,Jammu and Kashmir,194202,India
,,,,,,Horzey,Leh,Jammu and Kashmir,194101,India
,,,,,,Hunder,Leh,Jammu and Kashmir,194401,India
,,,,,,Igoo,Leh,Jammu and Kashmir,194201,India
,,,,,,Kairy,Leh,Jammu and Kashmir,194202,India
,,,,,,Karamba,Kargil,Jammu and Kashmir,194109,India
,,,,,,Kargil,Kargil,Jammu and Kashmir,194103,India
,,,,,,Karkitchoo,Kargil,Jammu and Kashmir,194103,India
,,,,,,Karoo,Leh,Jammu and Kashmir,194201,India
,,,,,,Karsha,Kargil,Jammu and Kashmir,194302,India
,,,,,,Khalsi,Leh,Jammu and Kashmir,194106,India
,,,,,,KHANGRAL,Kargil,Jammu and Kashmir,194109,India
,,,,,,Khardong,Leh,Jammu and Kashmir,194401,India
,,,,,,Khasgam Thuina,Kargil,Jammu and Kashmir,194301,India
,,,,,,Kubat,Leh,Jammu and Kashmir,194401,India
,,,,,,Kungyam,Leh,Jammu and Kashmir,194202,India
,,,,,,Lamayuru,Leh,Jammu and Kashmir,194106,India
,,,,,,Lankarchey,Kargil,Jammu and Kashmir,194301,India
,,,,,,Leh City,Leh,Jammu and Kashmir,194101,India
,,,,,,Leh,Leh,Jammu and Kashmir,194101,India
,,,,,,LIKIR,Leh,Jammu and Kashmir,194107,India
,,,,,,Lochum,Kargil,Jammu and Kashmir,194109,India
,,,,,,Matayan,Kargil,Jammu and Kashmir,194102,India
,,,,,,MATHOO,Leh,Jammu and Kashmir,194104,India
,,,,,,MINJI,Kargil,Jammu and Kashmir,194103,India
,,,,,,Mulbek,Kargil,Jammu and Kashmir,194109,India
,,,,,,Mushkoo,Kargil,Jammu and Kashmir,194102,India
,,,,,,Namsuru,Kargil,Jammu and Kashmir,194303,India
,,,,,,Ney,Leh,Jammu and Kashmir,194107,India
,,,,,,NIMOO,Leh,Jammu and Kashmir,194107,India
,,,,,,Nurla,Leh,Jammu and Kashmir,194106,India
,,,,,,NYOMA MUD,Leh,Jammu and Kashmir,194202,India
,,,,,,Nyoma Mud,Leh,Jammu and Kashmir,194404,India
,,,,,,Omba,Kargil,Jammu and Kashmir,194301,India
,,,,,,Padum,Kargil,Jammu and Kashmir,194302,India
,,,,,,Panamik,Leh,Jammu and Kashmir,194401,India
,,,,,,Pandrass,Kargil,Jammu and Kashmir,194102,India
,,,,,,Panikhar,Kargil,Jammu and Kashmir,194303,India
,,,,,,Parkachik,Kargil,Jammu and Kashmir,194303,India
,,,,,,Pashkum,Kargil,Jammu and Kashmir,194103,India
,,,,,,PURTAKCHEY,Kargil,Jammu and Kashmir,194303,India
,,,,,,Saboo,Leh,Jammu and Kashmir,194104,India
,,,,,,Safi,Kargil,Jammu and Kashmir,194109,India
,,,,,,Sakti,Leh,Jammu and Kashmir,194201,India
,,,,,,SALISKOT,Kargil,Jammu and Kashmir,194103,India
,,,,,,Samray,Kargil,Jammu and Kashmir,194109,India
,,,,,,Sangra,Kargil,Jammu and Kashmir,194301,India
,,,,,,Sankoo,Kargil,Jammu and Kashmir,194301,India
,,,,,,SASPOL,Leh,Jammu and Kashmir,194107,India
,,,,,,Saspol,Leh,Jammu and Kashmir,194402,India
,,,,,,Shaimshakharboo,Kargil,Jammu and Kashmir,194103,India
,,,,,,Shakar,Kargil,Jammu and Kashmir,194109,India
,,,,,,Shara,Leh,Jammu and Kashmir,194201,India
,,,,,,Shargol,Kargil,Jammu and Kashmir,194109,India
,,,,,,Shey,Leh,Jammu and Kashmir,194201,India
,,,,,,Silmoh,Kargil,Jammu and Kashmir,194103,India
,,,,,,Skurbuchan,Leh,Jammu and Kashmir,194106,India
,,,,,,Spituk,Leh,Jammu and Kashmir,194101,India
,,,,,,STOK,Leh,Jammu and Kashmir,194104,India
,,,,,,Tache,Kargil,Jammu and Kashmir,194109,India
,,,,,,Takmachik,Leh,Jammu and Kashmir,194106,India
,,,,,,TAMBIS,Kargil,Jammu and Kashmir,194103,India
,,,,,,Temisgam,Leh,Jammu and Kashmir,194106,India
,,,,,,Terchey,Leh,Jammu and Kashmir,194401,India
,,,,,,Thasgam,Kargil,Jammu and Kashmir,194103,India
,,,,,,Thiksay,Leh,Jammu and Kashmir,194201,India
,,,,,,Tia,Leh,Jammu and Kashmir,194106,India
,,,,,,Tiger Sumur,Leh,Jammu and Kashmir,194401,India
,,,,,,Tikat,Kargil,Jammu and Kashmir,194301,India
,,,,,,Trespone,Kargil,Jammu and Kashmir,194103,India
,,,,,,Tumail,Kargil,Jammu and Kashmir,194103,India
,,,,,,Tumail Colony,Kargil,Jammu and Kashmir,194103,India
,,,,,,Turtuk,Leh,Jammu and Kashmir,194401,India
,,,,,,Wakha,Kargil,Jammu and Kashmir,194109,India
,,,,,,Wanla,Leh,Jammu and Kashmir,194106,India
,,,,,,Yuljuk,Kargil,Jammu and Kashmir,194303,India
,,,,,,Yurbaltik,Kargil,Jammu and Kashmir,194103,India
,,,,,,Zangla,Kargil,Jammu and Kashmir,194302,India
,,,,,,ACC Colony,DHANBAD,Jharkhand,828124,India
,,,,,,Adrakuri,BOKARO,Jharkhand,827013,India
,,,,,,Alkusa,BOKARO,Jharkhand,827013,India
,,,,,,Ambona,DHANBAD,Jharkhand,828201,India
,,,,,,Amdiha,BOKARO,Jharkhand,828134,India
,,,,,,Amlabad Colliery,BOKARO,Jharkhand,828302,India
,,,,,,Amlapara Jharia,DHANBAD,Jharkhand,828111,India
,,,,,,Amtal,DHANBAD,Jharkhand,828111,India
,,,,,,Angarpathra,DHANBAD,Jharkhand,828113,India
,,,,,,Ankduara,DHANBAD,Jharkhand,828201,India
,,,,,,Arajoo,BOKARO,Jharkhand,829301,India
,,,,,,Artah,BOKARO,Jharkhand,828134,India
,,,,,,Badhadih,BOKARO,Jharkhand,828134,India
,,,,,,Bagda,BOKARO,Jharkhand,827302,India
,,,,,,Bagdaha,DHANBAD,Jharkhand,826006,India
,,,,,,Bagdigi,DHANBAD,Jharkhand,828110,India
,,,,,,Baghmara Bazar,DHANBAD,Jharkhand,828306,India
,,,,,,Baghmara,DHANBAD,Jharkhand,828201,India
,,,,,,Bagsuma,DHANBAD,Jharkhand,828109,India
,,,,,,Bagula,BOKARO,Jharkhand,828134,India
,,,,,,Bahadurpur,BOKARO,Jharkhand,829301,India
,,,,,,Baidmara,BOKARO,Jharkhand,827009,India
,,,,,,Baliapur,DHANBAD,Jharkhand,828201,India
,,,,,,Balidih,BOKARO,Jharkhand,827014,India
,,,,,,Balihari,DHANBAD,Jharkhand,828116,India
,,,,,,Bandhdih,BOKARO,Jharkhand,829301,India
,,,,,,Bansjora,DHANBAD,Jharkhand,828101,India
,,,,,,Banstore,BOKARO,Jharkhand,828134,India
,,,,,,Bara Putki,DHANBAD,Jharkhand,828116,India
,,,,,,Barajore,BOKARO,Jharkhand,828134,India
,,,,,,Barbendia,DHANBAD,Jharkhand,828205,India
,,,,,,Bardohi,DHANBAD,Jharkhand,828109,India
,,,,,,Barmasia,BOKARO,Jharkhand,828134,India
,,,,,,Baroo,BOKARO,Jharkhand,829301,India
,,,,,,Barwa,DHANBAD,Jharkhand,828205,India
,,,,,,BARWADDA,Dhanbad,Jharkhand,826010,India
,,,,,,Bastacola,DHANBAD,Jharkhand,828106,India
,,,,,,Batbinore,BOKARO,Jharkhand,827013,India
